INSTNM,CITY,STABBR,ZIP,INSTURL,LATITUDE,LONGITUDE,ADM_RATE,SAT_AVG_ALL
Cosmetology School of Arts and Science LLC,Burley,ID,83318,cosmetologyschoolof-art.com,42.546938,-113.792788,NULL,NULL
Universal Technical Institute of Pennsylvania Inc,Exton,PA,19341,www.uti.edu/,40.070513,-75.685133,NULL,NULL
Heritage College-Kansas City,Kansas City,MO,64131,www.heritagecollege.edu,38.939585,-94.576787,NULL,NULL
Kenneth Shuler School of Cosmetology-Spartanburg,Spartanburg,SC,29301,www.kennethshuler.com,34.923366,-81.972727,NULL,NULL
Kenneth Shuler School of Cosmetology-Columbia,Columbia,SC,29209,www.kennethshuler.com,34.033295,-81.087657,NULL,NULL
Divine Mercy University,Arlington,VA,22202,www.divinemercy.edu,38.855847,-77.05135,NULL,NULL
Lincoln Technical Institute-Shelton,Shelton,CT,6484,www.lincolnedu.com/campus/shelton-ct,41.274068,-73.131028,NULL,NULL
Minnesota School of Business-Waite Park,Waite Park,MN,56387,www.msbcollege.edu/,45.55019,-94.23168,NULL,NULL
Northwest Career College,Las Vegas,NV,89128,northwestcareercollege.edu,36.203875,-115.255585,NULL,NULL
Soma Institute-The National School of Clinical Massage Therapy,Chicago,IL,60604-4110,www.soma.edu,41.878426,-87.627156,NULL,NULL
Xtreme Career Institute,Aguadilla,PR,603,www.xtreme-career.com,18.43277,-67.154625,NULL,NULL
American Academy of Acupuncture and Oriental Medicine,Roseville,MN,55113,www.aaaom.edu,45.015783,-93.181424,NULL,NULL
Arizona School of Acupuncture and Oriental Medicine,Tucson,AZ,85716-1518,www.asaom.edu,32.26463,-110.929241,NULL,NULL
Ave Maria University,Ave Maria,FL,34142-9505,www.avemaria.edu,26.33711,-81.441082,0.4277,1098
Blue Sky School of Professional Massage and Therapeutic Bodywork,Grafton,WI,53024,www.BlueSkyMassage.com,43.288154,-87.924273,NULL,NULL
Buchanan Beauty College,Shelbyville,TN,37160,buchananbeautycollege.shutterfly.com,35.497594,-86.460847,NULL,NULL
CALC Institute of Technology,Alton,IL,62002,calc.edu,38.927165,-90.175287,NULL,NULL
Cambridge Junior College-Yuba City,Yuba City,CA,95993,www.cambridge.edu,39.13994,-121.652227,0.8712,NULL
Cambridge Institute of Allied Health & Technology,Altamonte Springs,FL,32701,www.cambridgehealth.edu/,28.66336,-81.375821,NULL,NULL
Career Care Institute,Lancaster,CA,93534,www.ccicolleges.edu,34.678236,-118.15638,NULL,NULL
ATA Career Education,Spring Hill,FL,34606,www.atafl.edu,28.45276,-82.595681,NULL,NULL
Career Quest Learning Centers-Lansing,Lansing,MI,48910,www.careerquest.edu,42.699106,-84.53728,NULL,NULL
Community Christian College,Redlands,CA,92374,www.cccollege.edu,34.077538,-117.138901,NULL,NULL
Credence Institute of Beauty,Crossett,AR,71635,crossettschoolofcosmetology.com,33.134128,-91.95981,NULL,NULL
Culpeper Cosmetology Training Center,Culpeper,VA,22701-1055,www.culpepercosmetology.com,38.471472,-77.994978,NULL,NULL
Day Spa Career College,Ocean Springs,MS,39564,dayspacareercollege.net,30.409958,-88.762255,NULL,NULL
Eastern School of Acupuncture and Traditional Medicine,Bloomfield,NJ,07003-3551,www.Esatm.edu,40.79375,-74.196611,NULL,NULL
Ecclesia College,Springdale,AR,72762,www.ecollege.edu/,36.2141,-94.236643,0.5962,925
Employment Solutions-College for Technical Education,Lexington,KY,40517,cte.edu,37.982264,-84.483707,NULL,NULL
Estelle Medical Academy,Skokie,IL,60077,www.school-for-massage.com,42.062353,-87.748037,NULL,NULL
Evergreen Beauty and Barber College-Everett,Everett,WA,98208,www.evergreenbeauty.edu,47.909189,-122.221962,NULL,NULL
Paul Mitchell the School-Great Lakes,Port Huron,MI,48060,paulmitchell.edu/porthuron,42.976351,-82.45923,NULL,NULL
Healthcare Training Institute,Union,NJ,7083,www.htinj.edu,40.696406,-74.268447,0.931,NULL
John D Rockefeller IV Career Center,New Cumberland,WV,26047,www.jdrcc.org,40.532417,-80.620645,NULL,NULL
Los Angeles College of Music,Pasadena,CA,91105,www.lacm.edu,34.139293,-118.150113,NULL,NULL
Maple Springs Baptist Bible College and Seminary,Capitol Heights,MD,20743,www.msbbcs.edu,38.86348,-76.942465,NULL,NULL
Centura Institute,Orlando,FL,32810,www.centuracollege.edu,28.615058,-81.423074,NULL,NULL
Precision Manufacturing Institute,Meadville,PA,16335,www.goPMI.org,41.641273,-80.157311,NULL,NULL
Rosslyn Training Academy of Cosmetology,Aguada,PR,602,rosslyntrainig.edu,18.379502,-67.188709,NULL,NULL
SAE Institute of Technology-Nashville,Nashville,TN,37203,www.nashville.sae.edu,36.15039,-86.790448,NULL,NULL
eClips School of Cosmetology and Barbering,Overland,MO,63114,eclips.edu,37.305615,-89.547135,NULL,NULL
Shear Academy,Crossville,TN,38555,shearacademy.com,35.952916,-85.03524,NULL,NULL
Southern Technical College,Orlando,FL,32809,www.southerntech.edu,28.44863,-81.399681,NULL,NULL
Stanbridge College,Irvine,CA,92612,www.stanbridge.edu,33.678879,-117.857636,0.7865,NULL
Universal Career School,Sweetwater,FL,33174,www.ucs.edu,25.767485,-80.370195,NULL,NULL
Universal College of Healing Arts,Omaha,NE,68112-1810,www.ucha.edu,41.339162,-95.961539,NULL,NULL
Uta Mesivta of Kiryas Joel,Monroe,NY,10950,utamesivta.org,41.335099,-74.161452,NULL,NULL
Harrisburg University of Science and Technology,Harrisburg,PA,17101-2208,www.HarrisburgU.edu,40.261303,-76.8808,NULL,NULL
The Art Institute of Ohio-Cincinnati,Cincinnati,OH,45249,www.artinstitutes.edu/cincinnati,39.288802,-84.317882,NULL,NULL
Stevens-Henager College,Logan,UT,84321,www.stevenshenager.edu/,41.718039,-111.835961,NULL,NULL
University of Phoenix-Iowa,Des Moines,IA,50309-4109,www.phoenix.edu,41.58666,-93.624531,NULL,NULL
Blue Ridge Community and Technical College,Martinsburg,WV,25403,www.blueridgectc.edu,39.437618,-78.002846,NULL,NULL
Sanford-Brown College-Las Vegas,Henderson,NV,89074,www.sanfordbrown.edu/Las-Vegas,36.022328,-115.096605,NULL,NULL
Sanford-Brown College-Seattle,Tukwila,WA,98188-0000,www.sanfordbrown.edu/Seattle,47.450291,-122.255062,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Miami,Miramar,FL,33025,www.chefs.edu/miami,25.978457,-80.288087,NULL,NULL
Le Cordon Bleu College of Culinary Arts-Minneapolis,Mendota Heights,MN,55120-9914,www.chefs.edu/minneapolis-st-paul,44.865985,-93.160095,NULL,NULL
McCann School of Business & Technology,Shreveport,LA,71105,www.mccann.edu,32.485049,-93.70316,NULL,NULL
ITT Technical Institute-Kansas City,Kansas City,MO,64133,www.itt-tech.edu,39.04798,-94.474973,0.9333,NULL
ITT Technical Institute-Kennesaw,Kennesaw,GA,30144,www.itt-tech.edu,34.03714,-84.58903,0.8824,NULL
ITT Technical Institute-Owings Mills,Owings Mills,MD,21117,www.itt-tech.edu,39.429896,-76.812747,0.9319,NULL
ITT Technical Institute-Warrensville Heights,Warrensville Heights,OH,44128,www.itt-tech.edu,41.435166,-81.503483,0.5956,NULL
Union Graduate College,Schenectady,NY,12308,www.uniongraduatecollege.edu,42.816692,-73.92838,NULL,NULL
Chambersburg Beauty School,Chambersburg,PA,17201,www.ChambersburgBeautySchool.com,39.935077,-77.665359,NULL,NULL
Daytona College,Ormond Beach,FL,32174-8445,daytonacollege.edu,29.270088,-81.080155,NULL,NULL
Delta Technical College,Horn Lake,MS,38637,www.deltatechnicalcollege.com,34.95615,-90.00705,NULL,NULL
United States University,San Diego,CA,92108,www.usuniversity.edu,32.61718,-117.092771,NULL,NULL
Brightwood College-Bakersfield,Bakersfield,CA,93304,www.brightwood.edu,35.337339,-119.03794,NULL,NULL
Brightwood College-Fresno,Clovis,CA,93612,www.brightwood.edu,36.807193,-119.708287,NULL,NULL
Empire Beauty School-Avondale,Avondale,AZ,85323,www.empire.edu,33.464237,-112.273076,NULL,NULL
Empire Beauty School-Littleton,Littleton,CO,80123,www.empire.edu,39.608128,-105.097089,NULL,NULL
Empire Beauty School-Aurora,Aurora,CO,80017,www.empire.edu,39.695935,-104.792572,NULL,NULL
Everest Institute-Gahanna,Gahanna,OH,43230,www.everest.edu/campus/gahanna,39.998935,-82.852716,NULL,NULL
AmeriTech College-Draper,Draper,UT,84020-6545,www.ameritech.edu,40.527932,-111.892792,0.7547,NULL
Argosy University-Los Angeles,Los Angeles,CA,90045,www.argosy.edu/locations/los-angeles,33.927857,-118.373038,NULL,NULL
Brown Mackie College-Miami,Miramar,FL,33027-3264,www.brownmackie.edu,25.97425,-80.349751,NULL,NULL
Regency Beauty Institute-Darien,Darien,IL,60561,www.regency.edu,41.753245,-87.971946,NULL,NULL
Regency Beauty Institute-Aurora,Aurora,IL,60504,www.regency.edu,41.764929,-88.209203,NULL,NULL
Regency Beauty Institute-Madison,Madison,WI,53704,www.regency.edu,43.12948,-89.295202,NULL,NULL
Fortis College-Largo,Largo,FL,33771,www.fortiscollege.edu,27.89481,-82.727384,NULL,NULL
Platt College-Moore,Moore,OK,73160,www.plattcolleges.edu,35.339154,-97.478449,NULL,NULL
Universal Technical Institute of Massachusetts Inc,Norwood,MA,2062,www.uti.edu/,42.207644,-71.201408,NULL,NULL
Eagle Gate College-Layton,Layton,UT,84041,www.eaglegatecollege.edu,41.073341,-111.974385,NULL,NULL
Carsten Institute of Cosmetology,New York,NY,10017,carsten.edu,40.75189,-73.980311,NULL,NULL
Academy of Hair Design-Jasper,Jasper,TX,75951,lufkinhairdesign.com,30.908202,-94.006928,NULL,NULL
SAE Expression College,Emeryville,CA,94608,usa.sae.edu/campuses/emeryville/,37.847631,-122.2954,NULL,NULL
Unitech Training Academy-West Monroe,West Monroe,LA,71291,www.unitechtrainingacademy.com,32.506463,-92.129419,NULL,NULL
Daymar College-Bellevue,Bellevue,KY,41073,www.daymarcollege.edu/,39.084046,-84.481993,NULL,NULL
Salter School-Fall River,Fall River,MA,2720,www.salterschool.com/Locations/Fall-River-Campus/80/,41.69847,-71.153315,NULL,NULL
Seacoast Career School-Manchester Campus,Manchester,NH,3101,www.seacoastcareerschools.edu/Locations/Manchester-Campus/84/,42.997766,-71.468777,NULL,NULL
Instituto de Educacion Tecnica Ocupacional La Reine-Aguadilla,Aguadilla,PR,00603-0000,www.lareine.edu,18.430546,-67.155035,NULL,NULL
New River Community and Technical College,Beaver,WV,25813-8987,www.newriver.edu,37.767591,-81.136033,NULL,NULL
The College of Health Care Professions-Southwest Houston,Houston,TX,77074,www.chcp.edu,29.70138,-95.517381,NULL,NULL
United Education Institute-Chula Vista,Chula Vista,CA,91910-3953,www.uei.edu,32.64072,-117.080291,NULL,NULL
United Education Institute-El Monte,El Monte,CA,91731-2806,www.uei.edu,34.07028,-118.066371,NULL,NULL
Brightwood College-Palm Springs,Palm Springs,CA,92262-7011,www.brightwood.edu,33.821901,-116.519222,NULL,NULL
Minnesota School of Business-Rochester,Rochester,MN,55901,www.msbcollege.edu/,44.071382,-92.499491,NULL,NULL
Georgia Gwinnett College,Lawrenceville,GA,30043,www.ggc.edu,33.979915,-84.001135,NULL,NULL
Phoenix Institute of Herbal Medicine & Acupuncture,Phoenix,AZ,85012,www.pihma.edu,33.52289,-112.068783,NULL,NULL
Tucson College of Beauty,Tucson,AZ,85705,tucsoncollegeofbeauty.com,32.278252,-110.996112,NULL,NULL
California Career College,Canoga Park,CA,91303-2006,www.californiacareercollege.edu,34.197566,-118.601794,NULL,NULL
Palladium Technical Academy,Temple City,CA,91780,palladiumta.com,34.0919,-118.043641,NULL,NULL
Palace Beauty College,Los Angeles,CA,90006,www.palacebeautycollege.com,34.044739,-118.309491,NULL,NULL
National Polytechnic College,Commerce,CA,90040,www.npcollege.edu,33.989841,-118.138914,NULL,NULL
American Career College-Ontario,Ontario,CA,91764,americancareercollege.edu/,34.068204,-117.583814,NULL,NULL
Asher College,Sacramento,CA,95825,www.asher.edu,38.587784,-121.415767,NULL,NULL
American Institute of Massage Therapy,Santa Ana,CA,92705-5445,www.aimtinc.com,33.715851,-117.85027,NULL,NULL
University of East-West Medicine,Sunnyvale,CA,94085-3922,www.uewm.edu,37.3864,-121.997011,NULL,NULL
Blake Austin College,Vacaville,CA,95687,blakeaustincollege.edu,38.378548,-121.945606,NULL,NULL
Aviator College of Aeronautical Science and Technology,Fort Pierce,FL,34946,www.aviator.edu,27.484379,-80.354456,NULL,NULL
Trendsetters School of Beauty & Barbering,Jacksonville,FL,32205,trendsettersbeauty.com,30.31195,-81.717211,NULL,NULL
CDA Technical Institute,Jacksonville,FL,32208,commercialdivingacademy.com,30.39253,-81.646881,NULL,NULL
American Institute of Beauty,Largo,FL,33771,www.aibschool.edu,27.915072,-82.749094,NULL,NULL
North Florida Cosmetology Institute Inc,Tallahassee,FL,32312,www.cosmetologyinst.com,30.476972,-84.294583,NULL,NULL
Florida Academy of Health & Beauty,Oakland Park,FL,33311,www.flacademyofbeauty.org/,26.166,-80.184261,NULL,NULL
Augusta School of Massage,Evans,GA,30809,www.augustamassage.com,33.529159,-82.135503,NULL,NULL
ATA College,Louisville,KY,40223,www.ata.edu,38.224038,-85.566577,NULL,NULL
SUM Bible College and Theological Seminary,Oakland,CA,94603,www.sum.edu,37.734083,-122.177765,NULL,NULL
Compass Career College,Hammond,LA,70403,www.compasscareercollege.net,30.476713,-90.479708,NULL,NULL
Hair Expressions Academy,Rockville,MD,20852,www.hairex.com,39.061372,-77.115852,NULL,NULL
Nuvo College of Cosmetology,Norton Shores,MI,49441,www.nuvocollege.com,43.190772,-86.266444,NULL,NULL
WellSpring School of Allied Health-Kansas City,Kansas City,MO,64114-3313,www.wellspring.edu,38.963226,-94.604997,NULL,NULL
Hair Academy 110,Kirksville,MO,63501,www.thehairacademy110.com,40.195107,-92.582872,NULL,NULL
Healing Touch Career College,Hattiesburg,MS,39402,healingtouchms.com,31.31949,-89.349851,NULL,NULL
The Salon Professional Academy-Fargo,Fargo,ND,58103,www.tspafargo.com,46.859013,-96.858729,NULL,NULL
Massage Therapy Trainining Institute,Las Cruces,NM,88005,www.mtti.org,32.31086,-106.781891,NULL,NULL
Institute of Professional Careers,Las Vegas,NV,89119,www.ipclasvegas.com/,36.108304,-115.118724,NULL,NULL
Aveda Institute-New York,New York,NY,10013,aveda.edu/new-york/,40.725813,-74.004832,NULL,NULL
MyrAngel Beauty Institute,San Lorenzo,PR,754,myrangelbeautyinstitute.com,18.189564,-65.960889,NULL,NULL
Tennessee Career Institute,Columbia,TN,38401,tnci.edu,35.599771,-87.077912,NULL,NULL
Texas Health School,Houston,TX,77079,ths.edu,29.78349,-95.57971,NULL,NULL
North West Beauty School,Houston,TX,77091,nwbs.edu,29.861205,-95.472972,NULL,NULL
Paul Mitchell the School-Logan,Logan,UT,84321,paulmitchell.edu/logan,41.727096,-111.83386,NULL,NULL
Careers Unlimited,Orem,UT,84058,www.ucdh.edu,40.274853,-111.7314,NULL,NULL
Mountainland Applied Technology College,Lehi,UT,84043,mlatc.edu/,40.420221,-111.88568,NULL,NULL
Avi Career Training,Great Falls,VA,22066,www.AviCareerTraining.com,38.974292,-77.296726,NULL,NULL
Mountain State School of Massage,Charleston,WV,25304,www.mtnstmassage.com,38.317541,-81.579594,NULL,NULL
Doane University-Graduate and Professional Studies,Lincoln,NE,68504,www.doane.edu,40.815541,-96.650758,NULL,1064
Shorter University-College of Adult & Professional Programs,Marietta,GA,30067,www.shorter.edu/professional-education/,33.92764,-84.482301,0.4815,969
The Art Institute of Indianapolis,Indianapolis,IN,46268,www.artinstitutes.edu/indianapolis,39.920272,-86.221906,NULL,NULL
Eastern International College-Belleville,Belleville,NJ,7109,www.eicollege.edu,40.76388,-74.220373,NULL,NULL
MedTech College,Indianapolis,IN,46250,www.medtech.edu/schools/indianapolis-indiana,39.891791,-86.053187,NULL,NULL
Broken Arrow Beauty College-Tulsa,Tulsa,OK,74133,www.babeautycollege.com,36.060356,-95.852824,NULL,NULL
Universal Technical Institute of Northern California Inc,Sacramento,CA,95834,www.uti.edu/,38.64575,-121.529503,NULL,NULL
ITT Technical Institute-Charlotte South,Charlotte,NC,28217,www.itt-tech.edu,35.182074,-80.921103,0.969,NULL
ITT Technical Institute-Clovis,Clovis,CA,93612,www.itt-tech.edu,36.836556,-119.701347,0.9722,NULL
ITT Technical Institute-Dunmore,Dunmore,PA,18512,www.itt-tech.edu,41.415296,-75.615453,0.9016,NULL
ITT Technical Institute-Swartz Creek,Swartz Creek,MI,48473,www.itt-tech.edu,42.96569,-83.801977,0.9929,NULL
ITT Technical Institute-Lexington,Lexington,KY,40509,www.itt-tech.edu,38.008887,-84.430416,0.7979,NULL
ITT Technical Institute-Maumee,Maumee,OH,43537,www.itt-tech.edu,41.611157,-83.689131,0.7639,NULL
ITT Technical Institute-Oklahoma City,Oklahoma City,OK,73118,www.itt-tech.edu,35.522152,-97.545276,0.8639,NULL
ITT Technical Institute-Tulsa,Tulsa,OK,74134,www.itt-tech.edu,36.09958,-95.838251,0.9215,NULL
University of Phoenix-South Carolina,Columbia,SC,29223-5727,www.phoenix.edu,34.098845,-80.955852,NULL,NULL
Argosy University-The Art Institute of California-Inland Empire,San Bernardino,CA,92408-2800,www.artinstitutes.edu/inlandempire,34.07184,-117.270681,NULL,NULL
National American University-Zona Rosa,Kansas City,MO,64153-1934,www.national.edu/locations/campuses/zona-rosa/,38.967346,-94.500869,NULL,NULL
West Hills College-Lemoore,Lemoore,CA,93245,www.westhillscollege.com,36.292431,-119.823866,NULL,NULL
Stautzenberger College-Brecksville,Brecksville,OH,44141,www.sctoday.edu/,41.288779,-81.643206,NULL,NULL
Stone Academy-East Hartford,East Hartford,CT,6108,www.stoneacademy.com,41.779013,-72.606686,NULL,NULL
Unitech Training Academy-Houma,Houma,LA,70363,www.unitechtrainingacademy.com,29.57781,-90.688353,NULL,NULL
Miller-Motte Technical College-Madison,Madison,TN,37115,miller-motte.edu,36.28769,-86.703281,NULL,NULL
Rasmussen College-Illinois,Rockford,IL,61108-2513,rasmussen.edu,42.267628,-88.998854,NULL,NULL
Educational Technical College-Recinto de Coamo,Coamo,PR,769,www.edutecpr.com,18.081816,-66.364369,NULL,NULL
Educational Technical College-Recinto de san Sebastian,San Sebastian,PR,769,www.edutecpr.com,18.338411,-66.988634,NULL,NULL
Argosy University-Denver,Denver,CO,80231,www.argosy.edu/denver/,39.65615,-104.901681,NULL,NULL
CollegeAmerica-Colorado Springs,Colorado Springs,CO,80909,www.collegeamerica.edu/,38.840858,-104.760241,NULL,NULL
CollegeAmerica-Fort Collins,Fort Collins,CO,80525,www.collegeamerica.edu,40.568371,-105.092393,NULL,NULL
Automotive Training Center-Warminster,Warminster,PA,18974,www.autotraining.edu,40.199795,-75.073578,NULL,NULL
Empire Beauty School-Milwaukee,Milwaukee,WI,53221,www.empire.edu,42.94256,-87.950452,NULL,NULL
The Robert B Miller College,Battle Creek,MI,49017,www.millercollege.edu,42.333225,-85.178861,NULL,NULL
University of Phoenix-Connecticut,Norwalk,CT,06854-1700,www.phoenix.edu,41.09697,-73.443992,NULL,NULL
University of South Florida-St Petersburg,St. Petersburg,FL,33701-9807,www.usfsp.edu,27.762618,-82.635657,0.4686,1167
Triangle Tech Inc-Bethlehem,Bethlehem,PA,18017,www.triangle-tech.edu,40.65445,-75.428281,NULL,NULL
Arizona State University-Downtown Phoenix,Phoenix,AZ,85004,www.asu.edu/,33.45343,-112.073231,0.7848,1143
Milan Institute-Clovis,Fresno,CA,93704,www.milaninstitute.edu,36.808536,-119.724891,NULL,NULL
Branford Hall Career Institute-Albany Campus,Albany,NY,12205,branfordhall.edu/albany/,42.743118,-73.84048,NULL,NULL
Harris School of Business-Linwood Campus,Linwood,NJ,8221,harrisschool.edu/linwood-nj/,39.348058,-74.580524,NULL,NULL
The Art Institute of Tennessee-Nashville,Nashville,TN,37214-3439,www.artinstitutes.edu/nashville/,36.154574,-86.635403,NULL,NULL
Strayer University-Florida,Tampa,FL,33634,www.strayer.edu/florida/tampa-westshore,27.99004,-82.548221,NULL,NULL
Pima Medical Institute-Renton,Renton,WA,98057,pmi.edu,47.469017,-122.211383,NULL,NULL
College of Business and Technology-Flagler,Miami,FL,33144,www.cbt.edu,25.769052,-80.329161,NULL,NULL
College of Business and Technology-Hialeah,Hialeah,FL,33012,www.cbt.edu,25.867003,-80.302213,NULL,NULL
Miller-Motte College-Cary,Cary,NC,27518-7171,www.miller-motte.edu,35.755124,-78.740708,NULL,NULL
Miami-Jacobs Career College-Springboro,Springboro,OH,45066,www.miamijacobs.edu,39.560771,-84.253242,NULL,NULL
Dewey University-Juana Diaz,Juana Diaz,PR,910,dewey.edu,18.060017,-66.508864,NULL,NULL
Dewey University-Fajardo,Fajardo,PR,910,dewey.edu,18.329214,-65.650722,NULL,NULL
Dewey University-Arroyo,Arroyo,PR,910,dewey.edu,17.974419,-66.051963,NULL,NULL
Regency Beauty Institute-Independence,Kansas City,MO,64136,www.regency.edu,39.033691,-94.412518,NULL,NULL
Regency Beauty Institute-St Peters,St. Peters,MO,63376,www.regency.edu,38.799569,-90.654425,NULL,NULL
Regency Beauty Institute-Peoria,Peoria,IL,61615,www.regency.edu,40.739322,-89.63445,NULL,NULL
Regency Beauty Institute-Greenwood,Indianapolis,IN,46227,www.regency.edu,39.638128,-86.123924,NULL,NULL
Regency Beauty Institute-Mehlville,Mehlville,MO,63129,www.regency.edu,38.499384,-90.333587,NULL,NULL
Regency Beauty Institute-Duluth,Duluth,MN,55811,www.regency.edu,46.808572,-92.16839,NULL,NULL
Regency Beauty Institute-Fairview Heights,Fairview Heights,IL,62208,www.regency.edu,38.591245,-89.99059,NULL,NULL
Regency Beauty Institute-Champaign,Champaign,IL,61822,www.regency.edu,40.14138,-88.251743,NULL,NULL
Regency Beauty Institute-Olathe,Olathe,KS,66062,www.regency.edu,38.90312,-94.780239,NULL,NULL
The College of Health Care Professions-San Antonio,San Antonio,TX,78229,chcp.edu,29.488881,-98.576635,NULL,NULL
Everest Institute-South Plainfield,South Plainfield,NJ,7080,www.everest.edu/campus/south_plainfield,40.556003,-74.425704,NULL,NULL
Daymar College-Madisonville,Madisonville,KY,42431,www.daymarcollege.edu,37.35598,-87.489771,NULL,NULL
Brittany Beauty School,Bronx,NY,10458,www.brittanybeautyschool.com/,40.860986,-73.897254,NULL,NULL
Lincoln Technical Institute-Whitestone,Whitestone,NY,11357,www.lincolnedu.com/campus/queens-ny,40.784113,-73.82885,NULL,NULL
American Public University System,Charles Town,WV,25414,www.apus.edu,39.288383,-77.859781,NULL,NULL
Huntsville Bible College,Huntsville,AL,35811-1632,www.hbc1.edu,34.750363,-86.594888,NULL,NULL
Beaumont Adult School,Beaumont,CA,92223,bas-beaumont-ca.schoolloop.com/,33.951365,-116.964728,NULL,NULL
Make-up Designory,Burbank,CA,91502-1322,www.mud.edu,34.180238,-118.308336,NULL,NULL
Gnomon School of Visual Effects,Hollywood,CA,90038,https://www.gnomon.edu,34.090094,-118.329106,0.5455,NULL
Coachella Valley Beauty College,La Quinta,CA,92253,www.cvbeautycollege.com/,33.70744,-116.277848,NULL,NULL
Valley College of Medical Careers,West Hills,CA,91304,www.valleycollegeofmedicalcareers.info/,34.22201,-118.605391,NULL,NULL
Academy of Natural Therapy Inc,Greeley,CO,80631-9441,www.natural-therapy.com,40.425601,-104.668812,NULL,NULL
Academy Di Capelli-School of Cosmetology,Wallingford,CT,6492,www.academydicapelli.com,41.489905,-72.806897,NULL,NULL
Delaware Learning Institute of Cosmetology,Dagsboro,DE,19939,delawarecosmetology.com,38.543072,-75.255833,NULL,NULL
Dragon Rises College of Oriental Medicine,Gainesville,FL,32601,www.dragonrises.edu,29.667368,-82.312769,NULL,NULL
Palm Beach Academy of Health & Beauty,Lake Park,FL,33403,www.pbacademy.net,26.803621,-80.074979,NULL,NULL
SABER College,Miami,FL,33134,sabercollege.edu,25.771518,-80.261299,0.7683,NULL
Taylor College,Belleview,FL,34420,www.taylorcollege.edu,29.040113,-82.062384,NULL,NULL
Pensacola School of Massage Therapy & Health Careers,Pensacola,FL,32504,www.psmthc.com,30.494755,-87.195529,NULL,NULL
Ideal Beauty Academy,Jeffersonville,IN,47130,idealbeautyacademy.net,38.29162,-85.725189,NULL,NULL
Success Schools,Merrillville,IN,46410,www.successbarberschool.com,41.469618,-87.358016,NULL,NULL
Louisiana Culinary Institute,Baton Rouge,LA,70816,www.lci.edu,30.410953,-91.06621,0.9697,NULL
Bais Medrash Toras Chesed,Lakewood,NJ,8701,www.bmtc.edu,40.099704,-74.21127,0.4643,NULL
Center for Natural Wellness School of Massage Therapy,Albany,NY,12205,www.cnwsmt.com/,42.72093,-73.805687,0.6739,NULL
Ace Institute of Technology,New York,NY,10018,www.acecareer.edu,40.715882,-73.843281,NULL,NULL
New Age Training,New York,NY,10001-4034,www.newagetraining.com,40.748278,-73.99151,NULL,NULL
Dayton School of Medical Massage,Dayton,OH,45429,www.massageschools.com,39.682757,-84.169069,NULL,NULL
Northcoast Medical Training Academy,Kent,OH,44240,northcoastmedicalacademy.com,41.154749,-81.325903,NULL,NULL
American Institute of Medical Technology,Tulsa,OK,74146,www.aimt.edu,36.061988,-95.923639,0.2308,NULL
Visible Music College,Memphis,TN,38103,www.visible.edu,35.14455,-90.049231,0.9412,970
CCI Training Center-Arlington,Arlington,TX,76011,www.ccitraining.edu,32.75582,-97.100336,NULL,NULL
Champion Beauty College,Houston,TX,77068,championbeautycollege.com,29.99352,-95.489211,NULL,NULL
Southeast Texas Career Institute,Silsbee,TX,77656,www.setxci.com,30.341896,-94.169885,NULL,NULL
Southwest Applied Technology College,Cedar City,UT,84720,swatc.edu/,37.664147,-113.069906,NULL,NULL
Academy of Cosmetology,Janesville,WI,53548-3307,www.cosmetologycareer.net/,42.679705,-89.048961,NULL,NULL
Milwaukee Career College,Milwaukee,WI,53222,www.mkecc.edu,43.074192,-88.048714,0.6957,NULL
University of the West,Rosemead,CA,91770,www.uwest.edu,34.045985,-118.082964,NULL,NULL
South University-Tampa,Tampa,FL,33614-7095,"www.southuniversity.edu/tampa#location=Tampa,%20FL",27.982269,-82.500357,NULL,NULL
Milan Institute of Cosmetology-San Antonio Military,San Antonio,TX,78221,www.milaninstitute.edu,29.358223,-98.500563,NULL,NULL
Appalachian College of Pharmacy,Oakwood,VA,24631,www.acp.edu,37.211496,-82.005227,NULL,NULL
Averett University-Non-Traditional Programs,Danville,VA,24541,gps.averett.edu,36.577257,-79.413195,0.55,913
Paul Mitchell the School-Tampa,Tampa,FL,33625,paulmitchell.edu/tampa,28.06864,-82.574571,NULL,NULL
Paul Mitchell the School-San Diego,San Diego,CA,92101,paulmitchell.edu/sandiego,32.719045,-117.16078,NULL,NULL
Paul Mitchell the School-Michigan,Sterling Heights,MI,48313,paulmitchell.edu/sterlingheights,42.593991,-83.028641,NULL,NULL
Paul Mitchell the School-Sherman Oaks,Sherman Oaks,CA,91403,paulmitchell.edu/shermanoaks,34.15532,-118.466971,NULL,NULL
Paul Mitchell the School-Mclean,McLean,VA,22102,paulmitchell.edu/tysonscorner,38.916227,-77.221586,NULL,NULL
Miami-Jacobs Career College-Troy,Troy,OH,45373,www.miamijacobs.edu,40.028964,-84.226144,NULL,NULL
Blue Cliff College-Houma,Houma,LA,70360,bluecliffcollege.edu/,29.59157,-90.718451,NULL,NULL
The Art Institute of Salt Lake City,Draper,UT,84020,www.artinstitutes.edu/saltlakecity/,40.534174,-111.895543,NULL,NULL
Fortis College-Columbus,Westerville,OH,43081,www.fortiscollege.edu,40.083063,-82.900188,NULL,NULL
Fortis College-Cincinnati,Cincinnati,OH,45246,www.fortis.edu,39.283312,-84.444969,NULL,NULL
